'Time and date','EEG O1'
'hh:mm:ss.mmm dd/mm/yyyy','uV'
'[23:27:21.157 06/02/2013]',39.344
'[23:27:21.157 06/02/2013]',39.376
'[23:27:21.158 06/02/2013]',39.438
'[23:27:21.158 06/02/2013]',39.594
'[23:27:21.159 06/02/2013]',39.751
'[23:27:21.159 06/02/2013]',39.969
'[23:27:21.160 06/02/2013]',40.251
'[23:27:21.160 06/02/2013]',40.563
'[23:27:21.161 06/02/2013]',40.938
'[23:27:21.161 06/02/2013]',41.344
'[23:27:21.162 06/02/2013]',41.813
'[23:27:21.162 06/02/2013]',42.313
'[23:27:21.163 06/02/2013]',42.844
'[23:27:21.163 06/02/2013]',43.438
'[23:27:21.164 06/02/2013]',44.063
'[23:27:21.164 06/02/2013]',44.719
'[23:27:21.165 06/02/2013]',45.407
'[23:27:21.165 06/02/2013]',46.157
'[23:27:21.166 06/02/2013]',46.876
'[23:27:21.166 06/02/2013]',47.657
'[23:27:21.167 06/02/2013]',48.469
'[23:27:21.167 06/02/2013]',49.251
'[23:27:21.167 06/02/2013]',50.094
'[23:27:21.168 06/02/2013]',50.907
'[23:27:21.168 06/02/2013]',51.751
'[23:27:21.169 06/02/2013]',52.594
'[23:27:21.169 06/02/2013]',53.438
'[23:27:21.170 06/02/2013]',54.282
'[23:27:21.170 06/02/2013]',55.094
'[23:27:21.171 06/02/2013]',55.938
'[23:27:21.171 06/02/2013]',56.720
'[23:27:21.172 06/02/2013]',57.532
'[23:27:21.172 06/02/2013]',58.313
'[23:27:21.173 06/02/2013]',59.063
'[23:27:21.173 06/02/2013]',59.782
'[23:27:21.174 06/02/2013]',60.501
'[23:27:21.174 06/02/2013]',61.188
'[23:27:21.175 06/02/2013]',61.876
'[23:27:21.175 06/02/2013]',62.501
'[23:27:21.176 06/02/2013]',63.126
'[23:27:21.176 06/02/2013]',63.720
'[23:27:21.177 06/02/2013]',64.282
'[23:27:21.177 06/02/2013]',64.845
'[23:27:21.178 06/02/2013]',65.376
'[23:27:21.178 06/02/2013]',65.845
'[23:27:21.179 06/02/2013]',66.345
'[23:27:21.179 06/02/2013]',66.782
'[23:27:21.180 06/02/2013]',67.220
'[23:27:21.180 06/02/2013]',67.626
'[23:27:21.181 06/02/2013]',68.001
'[23:27:21.181 06/02/2013]',68.376
'[23:27:21.182 06/02/2013]',68.720
'[23:27:21.182 06/02/2013]',69.032
'[23:27:21.183 06/02/2013]',69.345
'[23:27:21.183 06/02/2013]',69.626
'[23:27:21.184 06/02/2013]',69.876
'[23:27:21.184 06/02/2013]',70.126
'[23:27:21.185 06/02/2013]',70.345
'[23:27:21.185 06/02/2013]',70.563
'[23:27:21.186 06/02/2013]',70.720
'[23:27:21.186 06/02/2013]',70.907
'[23:27:21.187 06/02/2013]',71.032
'[23:27:21.187 06/02/2013]',71.157
'[23:27:21.188 06/02/2013]',71.220
'[23:27:21.188 06/02/2013]',71.313
'[23:27:21.188 06/02/2013]',71.345
'[23:27:21.189 06/02/2013]',71.376
'[23:27:21.189 06/02/2013]',71.376
'[23:27:21.190 06/02/2013]',71.345
'[23:27:21.190 06/02/2013]',71.282
'[23:27:21.191 06/02/2013]',71.188
'[23:27:21.191 06/02/2013]',71.095
'[23:27:21.192 06/02/2013]',70.970
'[23:27:21.192 06/02/2013]',70.813
'[23:27:21.193 06/02/2013]',70.626
'[23:27:21.193 06/02/2013]',70.407
'[23:27:21.194 06/02/2013]',70.157
'[23:27:21.194 06/02/2013]',69.876
'[23:27:21.195 06/02/2013]',69.563
'[23:27:21.195 06/02/2013]',69.220
'[23:27:21.196 06/02/2013]',68.845
'[23:27:21.196 06/02/2013]',68.438
'[23:27:21.197 06/02/2013]',68.001
'[23:27:21.197 06/02/2013]',67.532
'[23:27:21.198 06/02/2013]',67.032
'[23:27:21.198 06/02/2013]',66.470
'[23:27:21.199 06/02/2013]',65.876
'[23:27:21.199 06/02/2013]',65.251
'[23:27:21.200 06/02/2013]',64.595
'[23:27:21.200 06/02/2013]',63.876
'[23:27:21.201 06/02/2013]',63.126
'[23:27:21.201 06/02/2013]',62.345
'[23:27:21.202 06/02/2013]',61.501
'[23:27:21.202 06/02/2013]',60.626
'[23:27:21.203 06/02/2013]',59.720
'[23:27:21.203 06/02/2013]',58.782
'[23:27:21.204 06/02/2013]',57.782
'[23:27:21.204 06/02/2013]',56.782
'[23:27:21.205 06/02/2013]',55.751
'[23:27:21.205 06/02/2013]',54.688
'[23:27:21.206 06/02/2013]',53.594
'[23:27:21.206 06/02/2013]',52.501
'[23:27:21.207 06/02/2013]',51.376
'[23:27:21.207 06/02/2013]',50.251
'[23:27:21.208 06/02/2013]',49.126
'[23:27:21.208 06/02/2013]',48.001
'[23:27:21.208 06/02/2013]',46.876
'[23:27:21.209 06/02/2013]',45.782
'[23:27:21.209 06/02/2013]',44.657
'[23:27:21.210 06/02/2013]',43.594
'[23:27:21.210 06/02/2013]',42.532
'[23:27:21.211 06/02/2013]',41.469
'[23:27:21.211 06/02/2013]',40.469
'[23:27:21.212 06/02/2013]',39.469
'[23:27:21.212 06/02/2013]',38.532
'[23:27:21.213 06/02/2013]',37.626
'[23:27:21.213 06/02/2013]',36.750
'[23:27:21.214 06/02/2013]',35.907
'[23:27:21.214 06/02/2013]',35.125
'[23:27:21.215 06/02/2013]',34.375
'[23:27:21.215 06/02/2013]',33.688
'[23:27:21.216 06/02/2013]',33.032
'[23:27:21.216 06/02/2013]',32.438
'[23:27:21.217 06/02/2013]',31.907
'[23:27:21.217 06/02/2013]',31.438
'[23:27:21.218 06/02/2013]',31.000
'[23:27:21.218 06/02/2013]',30.625
'[23:27:21.219 06/02/2013]',30.282
'[23:27:21.219 06/02/2013]',30.032
'[23:27:21.220 06/02/2013]',29.813
'[23:27:21.220 06/02/2013]',29.657
'[23:27:21.221 06/02/2013]',29.532
'[23:27:21.221 06/02/2013]',29.500
'[23:27:21.222 06/02/2013]',29.469
'[23:27:21.222 06/02/2013]',29.532
'[23:27:21.223 06/02/2013]',29.625
'[23:27:21.223 06/02/2013]',29.750
'[23:27:21.224 06/02/2013]',29.938
'[23:27:21.224 06/02/2013]',30.157
'[23:27:21.225 06/02/2013]',30.407
'[23:27:21.225 06/02/2013]',30.688
'[23:27:21.226 06/02/2013]',31.032
'[23:27:21.226 06/02/2013]',31.375
'[23:27:21.227 06/02/2013]',31.750
'[23:27:21.227 06/02/2013]',32.157
'[23:27:21.228 06/02/2013]',32.563
'[23:27:21.228 06/02/2013]',32.969
'[23:27:21.229 06/02/2013]',33.407
'[23:27:21.229 06/02/2013]',33.875
'[23:27:21.229 06/02/2013]',34.313
'[23:27:21.230 06/02/2013]',34.750
'[23:27:21.230 06/02/2013]',35.188
'[23:27:21.231 06/02/2013]',35.625
'[23:27:21.231 06/02/2013]',36.063
'[23:27:21.232 06/02/2013]',36.469
'[23:27:21.232 06/02/2013]',36.875
'[23:27:21.233 06/02/2013]',37.219
'[23:27:21.233 06/02/2013]',37.563
'[23:27:21.234 06/02/2013]',37.907
'[23:27:21.234 06/02/2013]',38.188
'[23:27:21.235 06/02/2013]',38.438
'[23:27:21.235 06/02/2013]',38.657
'[23:27:21.236 06/02/2013]',38.876
'[23:27:21.236 06/02/2013]',39.032
'[23:27:21.237 06/02/2013]',39.157
'[23:27:21.237 06/02/2013]',39.251
'[23:27:21.238 06/02/2013]',39.313
'[23:27:21.238 06/02/2013]',39.313
'[23:27:21.239 06/02/2013]',39.313
'[23:27:21.239 06/02/2013]',39.282
'[23:27:21.240 06/02/2013]',39.188
'[23:27:21.240 06/02/2013]',39.094
'[23:27:21.241 06/02/2013]',38.969
'[23:27:21.241 06/02/2013]',38.844
'[23:27:21.242 06/02/2013]',38.657
'[23:27:21.242 06/02/2013]',38.469
'[23:27:21.243 06/02/2013]',38.282
'[23:27:21.243 06/02/2013]',38.063
'[23:27:21.244 06/02/2013]',37.844
'[23:27:21.244 06/02/2013]',37.626
'[23:27:21.245 06/02/2013]',37.407
'[23:27:21.245 06/02/2013]',37.188
'[23:27:21.246 06/02/2013]',36.969
'[23:27:21.246 06/02/2013]',36.750
'[23:27:21.247 06/02/2013]',36.532
'[23:27:21.247 06/02/2013]',36.313
'[23:27:21.248 06/02/2013]',36.125
'[23:27:21.248 06/02/2013]',35.938
'[23:27:21.249 06/02/2013]',35.782
'[23:27:21.249 06/02/2013]',35.625
'[23:27:21.250 06/02/2013]',35.500
'[23:27:21.250 06/02/2013]',35.375
'[23:27:21.250 06/02/2013]',35.250
'[23:27:21.251 06/02/2013]',35.157
'[23:27:21.251 06/02/2013]',35.094
'[23:27:21.252 06/02/2013]',35.032
'[23:27:21.252 06/02/2013]',35.000
'[23:27:21.253 06/02/2013]',34.969
'[23:27:21.253 06/02/2013]',34.969
'[23:27:21.254 06/02/2013]',34.969
'[23:27:21.254 06/02/2013]',35.000
'[23:27:21.255 06/02/2013]',35.032
'[23:27:21.255 06/02/2013]',35.063
'[23:27:21.256 06/02/2013]',35.125
'[23:27:21.256 06/02/2013]',35.188
'[23:27:21.257 06/02/2013]',35.250
'[23:27:21.257 06/02/2013]',35.313
'[23:27:21.258 06/02/2013]',35.407
'[23:27:21.258 06/02/2013]',35.469
'[23:27:21.259 06/02/2013]',35.532
'[23:27:21.259 06/02/2013]',35.625
'[23:27:21.260 06/02/2013]',35.688
'[23:27:21.260 06/02/2013]',35.719
'[23:27:21.261 06/02/2013]',35.782
'[23:27:21.261 06/02/2013]',35.813
'[23:27:21.262 06/02/2013]',35.813
'[23:27:21.262 06/02/2013]',35.844
'[23:27:21.263 06/02/2013]',35.844
'[23:27:21.263 06/02/2013]',35.813
'[23:27:21.264 06/02/2013]',35.782
'[23:27:21.264 06/02/2013]',35.750
'[23:27:21.265 06/02/2013]',35.688
'[23:27:21.265 06/02/2013]',35.594
'[23:27:21.266 06/02/2013]',35.532
'[23:27:21.266 06/02/2013]',35.407
'[23:27:21.267 06/02/2013]',35.282
'[23:27:21.267 06/02/2013]',35.157
'[23:27:21.268 06/02/2013]',35.000
'[23:27:21.268 06/02/2013]',34.844
'[23:27:21.269 06/02/2013]',34.657
'[23:27:21.269 06/02/2013]',34.438
'[23:27:21.270 06/02/2013]',34.219
'[23:27:21.270 06/02/2013]',34.000
'[23:27:21.271 06/02/2013]',33.750
'[23:27:21.271 06/02/2013]',33.469
'[23:27:21.271 06/02/2013]',33.188
'[23:27:21.272 06/02/2013]',32.875
'[23:27:21.272 06/02/2013]',32.563
'[23:27:21.273 06/02/2013]',32.219
'[23:27:21.273 06/02/2013]',31.875
'[23:27:21.274 06/02/2013]',31.500
'[23:27:21.274 06/02/2013]',31.094
'[23:27:21.275 06/02/2013]',30.688
'[23:27:21.275 06/02/2013]',30.282
'[23:27:21.276 06/02/2013]',29.844
'[23:27:21.276 06/02/2013]',29.375
'[23:27:21.277 06/02/2013]',28.907
'[23:27:21.277 06/02/2013]',28.438
'[23:27:21.278 06/02/2013]',27.907
'[23:27:21.278 06/02/2013]',27.407
'[23:27:21.279 06/02/2013]',26.875
'[23:27:21.279 06/02/2013]',26.344
'[23:27:21.280 06/02/2013]',25.782
'[23:27:21.280 06/02/2013]',25.219
'[23:27:21.281 06/02/2013]',24.657
'[23:27:21.281 06/02/2013]',24.063
'[23:27:21.282 06/02/2013]',23.469
'[23:27:21.282 06/02/2013]',22.875
'[23:27:21.283 06/02/2013]',22.282
'[23:27:21.283 06/02/2013]',21.657
'[23:27:21.284 06/02/2013]',21.032
'[23:27:21.284 06/02/2013]',20.438
'[23:27:21.285 06/02/2013]',19.813
'[23:27:21.285 06/02/2013]',19.188
'[23:27:21.286 06/02/2013]',18.594
'[23:27:21.286 06/02/2013]',17.969
'[23:27:21.287 06/02/2013]',17.375
'[23:27:21.287 06/02/2013]',16.781
'[23:27:21.288 06/02/2013]',16.219
'[23:27:21.288 06/02/2013]',15.625
'[23:27:21.289 06/02/2013]',15.063
'[23:27:21.289 06/02/2013]',14.531
'[23:27:21.290 06/02/2013]',14.000
'[23:27:21.290 06/02/2013]',13.500
'[23:27:21.291 06/02/2013]',13.031
'[23:27:21.291 06/02/2013]',12.563
'[23:27:21.292 06/02/2013]',12.125
'[23:27:21.292 06/02/2013]',11.719
'[23:27:21.292 06/02/2013]',11.344
'[23:27:21.293 06/02/2013]',11.000
'[23:27:21.293 06/02/2013]',10.688
'[23:27:21.294 06/02/2013]',10.406
'[23:27:21.294 06/02/2013]',10.156
'[23:27:21.295 06/02/2013]',9.938
'[23:27:21.295 06/02/2013]',9.750
'[23:27:21.296 06/02/2013]',9.594
'[23:27:21.296 06/02/2013]',9.469
'[23:27:21.297 06/02/2013]',9.375
'[23:27:21.297 06/02/2013]',9.281
'[23:27:21.298 06/02/2013]',9.250
'[23:27:21.298 06/02/2013]',9.219
'[23:27:21.299 06/02/2013]',9.219
'[23:27:21.299 06/02/2013]',9.219
'[23:27:21.300 06/02/2013]',9.281
'[23:27:21.300 06/02/2013]',9.313
'[23:27:21.301 06/02/2013]',9.375
'[23:27:21.301 06/02/2013]',9.438
'[23:27:21.302 06/02/2013]',9.531
'[23:27:21.302 06/02/2013]',9.594
'[23:27:21.303 06/02/2013]',9.688
'[23:27:21.303 06/02/2013]',9.750
'[23:27:21.304 06/02/2013]',9.813
'[23:27:21.304 06/02/2013]',9.875
'[23:27:21.305 06/02/2013]',9.938
'[23:27:21.305 06/02/2013]',9.969
'[23:27:21.306 06/02/2013]',10.000
'[23:27:21.306 06/02/2013]',10.031
'[23:27:21.307 06/02/2013]',10.000
'[23:27:21.307 06/02/2013]',9.969
'[23:27:21.308 06/02/2013]',9.938
'[23:27:21.308 06/02/2013]',9.844
'[23:27:21.309 06/02/2013]',9.750
'[23:27:21.309 06/02/2013]',9.625
'[23:27:21.310 06/02/2013]',9.500
'[23:27:21.310 06/02/2013]',9.313
'[23:27:21.311 06/02/2013]',9.125
'[23:27:21.311 06/02/2013]',8.906
'[23:27:21.312 06/02/2013]',8.656
'[23:27:21.312 06/02/2013]',8.406
'[23:27:21.313 06/02/2013]',8.094
'[23:27:21.313 06/02/2013]',7.781
'[23:27:21.313 06/02/2013]',7.469
'[23:27:21.314 06/02/2013]',7.125
'[23:27:21.314 06/02/2013]',6.750
'[23:27:21.315 06/02/2013]',6.344
'[23:27:21.315 06/02/2013]',5.969
'[23:27:21.316 06/02/2013]',5.531
'[23:27:21.316 06/02/2013]',5.094
'[23:27:21.317 06/02/2013]',4.656
'[23:27:21.317 06/02/2013]',4.219
'[23:27:21.318 06/02/2013]',3.750
'[23:27:21.318 06/02/2013]',3.281
'[23:27:21.319 06/02/2013]',2.813
'[23:27:21.319 06/02/2013]',2.344
'[23:27:21.320 06/02/2013]',1.844
'[23:27:21.320 06/02/2013]',1.344
'[23:27:21.321 06/02/2013]',0.875
'[23:27:21.321 06/02/2013]',0.375
'[23:27:21.322 06/02/2013]',-0.063
'[23:27:21.322 06/02/2013]',-0.531
'[23:27:21.323 06/02/2013]',-1.031
'[23:27:21.323 06/02/2013]',-1.500
'[23:27:21.324 06/02/2013]',-2.000
'[23:27:21.324 06/02/2013]',-2.469
'[23:27:21.325 06/02/2013]',-2.938
'[23:27:21.325 06/02/2013]',-3.406
'[23:27:21.326 06/02/2013]',-3.875
'[23:27:21.326 06/02/2013]',-4.313
'[23:27:21.327 06/02/2013]',-4.781
'[23:27:21.327 06/02/2013]',-5.219
'[23:27:21.328 06/02/2013]',-5.625
'[23:27:21.328 06/02/2013]',-6.031
'[23:27:21.329 06/02/2013]',-6.438
'[23:27:21.329 06/02/2013]',-6.844
'[23:27:21.330 06/02/2013]',-7.219
'[23:27:21.330 06/02/2013]',-7.594
'[23:27:21.331 06/02/2013]',-7.938
'[23:27:21.331 06/02/2013]',-8.281
'[23:27:21.332 06/02/2013]',-8.594
'[23:27:21.332 06/02/2013]',-8.906
'[23:27:21.333 06/02/2013]',-9.188
'[23:27:21.333 06/02/2013]',-9.469
'[23:27:21.333 06/02/2013]',-9.719
'[23:27:21.334 06/02/2013]',-9.938
'[23:27:21.334 06/02/2013]',-10.156
'[23:27:21.335 06/02/2013]',-10.344
'[23:27:21.335 06/02/2013]',-10.531
'[23:27:21.336 06/02/2013]',-10.688
'[23:27:21.336 06/02/2013]',-10.813
'[23:27:21.337 06/02/2013]',-10.906
'[23:27:21.337 06/02/2013]',-11.000
'[23:27:21.338 06/02/2013]',-11.063
'[23:27:21.338 06/02/2013]',-11.094
'[23:27:21.339 06/02/2013]',-11.125
'[23:27:21.339 06/02/2013]',-11.094
'[23:27:21.340 06/02/2013]',-11.063
'[23:27:21.340 06/02/2013]',-11.000
'[23:27:21.341 06/02/2013]',-10.875
'[23:27:21.341 06/02/2013]',-10.781
'[23:27:21.342 06/02/2013]',-10.625
'[23:27:21.342 06/02/2013]',-10.438
'[23:27:21.343 06/02/2013]',-10.219
'[23:27:21.343 06/02/2013]',-10.000
'[23:27:21.344 06/02/2013]',-9.719
'[23:27:21.344 06/02/2013]',-9.438
'[23:27:21.345 06/02/2013]',-9.125
'[23:27:21.345 06/02/2013]',-8.781
'[23:27:21.346 06/02/2013]',-8.406
'[23:27:21.346 06/02/2013]',-8.031
'[23:27:21.347 06/02/2013]',-7.594
'[23:27:21.347 06/02/2013]',-7.156
'[23:27:21.348 06/02/2013]',-6.719
'[23:27:21.348 06/02/2013]',-6.250
'[23:27:21.349 06/02/2013]',-5.750
'[23:27:21.349 06/02/2013]',-5.250
'[23:27:21.350 06/02/2013]',-4.719
'[23:27:21.350 06/02/2013]',-4.188
'[23:27:21.351 06/02/2013]',-3.656
'[23:27:21.351 06/02/2013]',-3.125
'[23:27:21.352 06/02/2013]',-2.594
'[23:27:21.352 06/02/2013]',-2.063
'[23:27:21.353 06/02/2013]',-1.531
'[23:27:21.353 06/02/2013]',-1.031
'[23:27:21.354 06/02/2013]',-0.563
'[23:27:21.354 06/02/2013]',-0.094
'[23:27:21.354 06/02/2013]',0.313
'[23:27:21.355 06/02/2013]',0.719
'[23:27:21.355 06/02/2013]',1.094
'[23:27:21.356 06/02/2013]',1.469
'[23:27:21.356 06/02/2013]',1.750
'[23:27:21.357 06/02/2013]',2.031
'[23:27:21.357 06/02/2013]',2.250
'[23:27:21.358 06/02/2013]',2.406
'[23:27:21.358 06/02/2013]',2.531
'[23:27:21.359 06/02/2013]',2.594
'[23:27:21.359 06/02/2013]',2.594
'[23:27:21.360 06/02/2013]',2.531
'[23:27:21.360 06/02/2013]',2.406
'[23:27:21.361 06/02/2013]',2.219
'[23:27:21.361 06/02/2013]',1.938
'[23:27:21.362 06/02/2013]',1.625
'[23:27:21.362 06/02/2013]',1.219
'[23:27:21.363 06/02/2013]',0.719
'[23:27:21.363 06/02/2013]',0.188
'[23:27:21.364 06/02/2013]',-0.375
'[23:27:21.364 06/02/2013]',-1.031
'[23:27:21.365 06/02/2013]',-1.781
'[23:27:21.365 06/02/2013]',-2.594
'[23:27:21.366 06/02/2013]',-3.469
'[23:27:21.366 06/02/2013]',-4.375
'[23:27:21.367 06/02/2013]',-5.344
'[23:27:21.367 06/02/2013]',-6.375
'[23:27:21.368 06/02/2013]',-7.438
'[23:27:21.368 06/02/2013]',-8.531
'[23:27:21.369 06/02/2013]',-9.656
'[23:27:21.369 06/02/2013]',-10.813
'[23:27:21.370 06/02/2013]',-12.000
'[23:27:21.370 06/02/2013]',-13.188
'[23:27:21.371 06/02/2013]',-14.375
'[23:27:21.371 06/02/2013]',-15.563
'[23:27:21.372 06/02/2013]',-16.750
'[23:27:21.372 06/02/2013]',-17.938
'[23:27:21.373 06/02/2013]',-19.094
'[23:27:21.373 06/02/2013]',-20.219
'[23:27:21.374 06/02/2013]',-21.344
'[23:27:21.374 06/02/2013]',-22.407
'[23:27:21.375 06/02/2013]',-23.438
'[23:27:21.375 06/02/2013]',-24.438
'[23:27:21.375 06/02/2013]',-25.407
'[23:27:21.376 06/02/2013]',-26.313
'[23:27:21.376 06/02/2013]',-27.157
'[23:27:21.377 06/02/2013]',-27.969
'[23:27:21.377 06/02/2013]',-28.719
'[23:27:21.378 06/02/2013]',-29.438
'[23:27:21.378 06/02/2013]',-30.063
'[23:27:21.379 06/02/2013]',-30.657
'[23:27:21.379 06/02/2013]',-31.219
'[23:27:21.380 06/02/2013]',-31.688
'[23:27:21.380 06/02/2013]',-32.125
'[23:27:21.381 06/02/2013]',-32.500
'[23:27:21.381 06/02/2013]',-32.844
'[23:27:21.382 06/02/2013]',-33.157
'[23:27:21.382 06/02/2013]',-33.407
'[23:27:21.383 06/02/2013]',-33.625
'[23:27:21.383 06/02/2013]',-33.782
'[23:27:21.384 06/02/2013]',-33.938
'[23:27:21.384 06/02/2013]',-34.063
'[23:27:21.385 06/02/2013]',-34.157
'[23:27:21.385 06/02/2013]',-34.219
'[23:27:21.386 06/02/2013]',-34.250
'[23:27:21.386 06/02/2013]',-34.282
'[23:27:21.387 06/02/2013]',-34.282
'[23:27:21.387 06/02/2013]',-34.282
'[23:27:21.388 06/02/2013]',-34.282
'[23:27:21.388 06/02/2013]',-34.250
'[23:27:21.389 06/02/2013]',-34.219
'[23:27:21.389 06/02/2013]',-34.188
'[23:27:21.390 06/02/2013]',-34.125
'[23:27:21.390 06/02/2013]',-34.094
'[23:27:21.391 06/02/2013]',-34.032
'[23:27:21.391 06/02/2013]',-33.969
'[23:27:21.392 06/02/2013]',-33.907
'[23:27:21.392 06/02/2013]',-33.844
'[23:27:21.393 06/02/2013]',-33.782
'[23:27:21.393 06/02/2013]',-33.719
'[23:27:21.394 06/02/2013]',-33.657
'[23:27:21.394 06/02/2013]',-33.563
'[23:27:21.395 06/02/2013]',-33.469
'[23:27:21.395 06/02/2013]',-33.375
'[23:27:21.396 06/02/2013]',-33.282
'[23:27:21.396 06/02/2013]',-33.157
'[23:27:21.396 06/02/2013]',-33.032
'[23:27:21.397 06/02/2013]',-32.907
'[23:27:21.397 06/02/2013]',-32.782
'[23:27:21.398 06/02/2013]',-32.625
'[23:27:21.398 06/02/2013]',-32.469
'[23:27:21.399 06/02/2013]',-32.313
'[23:27:21.399 06/02/2013]',-32.125
'[23:27:21.400 06/02/2013]',-31.969
'[23:27:21.400 06/02/2013]',-31.782
'[23:27:21.401 06/02/2013]',-31.594
'[23:27:21.401 06/02/2013]',-31.407
'[23:27:21.402 06/02/2013]',-31.219
'[23:27:21.402 06/02/2013]',-31.032
'[23:27:21.403 06/02/2013]',-30.844
'[23:27:21.403 06/02/2013]',-30.657
'[23:27:21.404 06/02/2013]',-30.469
'[23:27:21.404 06/02/2013]',-30.282
'[23:27:21.405 06/02/2013]',-30.094
'[23:27:21.405 06/02/2013]',-29.907
'[23:27:21.406 06/02/2013]',-29.719
'[23:27:21.406 06/02/2013]',-29.563
'[23:27:21.407 06/02/2013]',-29.375
'[23:27:21.407 06/02/2013]',-29.219
'[23:27:21.408 06/02/2013]',-29.063
'[23:27:21.408 06/02/2013]',-28.875
'[23:27:21.409 06/02/2013]',-28.719
'[23:27:21.409 06/02/2013]',-28.563
'[23:27:21.410 06/02/2013]',-28.375
'[23:27:21.410 06/02/2013]',-28.219
'[23:27:21.411 06/02/2013]',-28.032
'[23:27:21.411 06/02/2013]',-27.875
'[23:27:21.412 06/02/2013]',-27.688
'[23:27:21.412 06/02/2013]',-27.500
'[23:27:21.413 06/02/2013]',-27.313
'[23:27:21.413 06/02/2013]',-27.125
'[23:27:21.414 06/02/2013]',-26.938
'[23:27:21.414 06/02/2013]',-26.750
'[23:27:21.415 06/02/2013]',-26.532
'[23:27:21.415 06/02/2013]',-26.313
'[23:27:21.416 06/02/2013]',-26.094
'[23:27:21.416 06/02/2013]',-25.907
'[23:27:21.417 06/02/2013]',-25.688
'[23:27:21.417 06/02/2013]',-25.469
'[23:27:21.417 06/02/2013]',-25.250
'[23:27:21.418 06/02/2013]',-25.032
'[23:27:21.418 06/02/2013]',-24.844
'[23:27:21.419 06/02/2013]',-24.625
'[23:27:21.419 06/02/2013]',-24.469
'[23:27:21.420 06/02/2013]',-24.282
'[23:27:21.420 06/02/2013]',-24.125
'[23:27:21.421 06/02/2013]',-24.000
'[23:27:21.421 06/02/2013]',-23.907
'[23:27:21.422 06/02/2013]',-23.813
'[23:27:21.422 06/02/2013]',-23.750
'[23:27:21.423 06/02/2013]',-23.719
'[23:27:21.423 06/02/2013]',-23.750
'[23:27:21.424 06/02/2013]',-23.782
'[23:27:21.424 06/02/2013]',-23.844
'[23:27:21.425 06/02/2013]',-23.969
'[23:27:21.425 06/02/2013]',-24.094
'[23:27:21.426 06/02/2013]',-24.282
'[23:27:21.426 06/02/2013]',-24.500
'[23:27:21.427 06/02/2013]',-24.750
'[23:27:21.427 06/02/2013]',-25.032
'[23:27:21.428 06/02/2013]',-25.344
'[23:27:21.428 06/02/2013]',-25.688
'[23:27:21.429 06/02/2013]',-26.063
'[23:27:21.429 06/02/2013]',-26.469
'[23:27:21.430 06/02/2013]',-26.875
'[23:27:21.430 06/02/2013]',-27.313
'[23:27:21.431 06/02/2013]',-27.782
'[23:27:21.431 06/02/2013]',-28.219
'[23:27:21.432 06/02/2013]',-28.688
'[23:27:21.432 06/02/2013]',-29.157
'[23:27:21.433 06/02/2013]',-29.625
'[23:27:21.433 06/02/2013]',-30.063
'[23:27:21.434 06/02/2013]',-30.532
'[23:27:21.434 06/02/2013]',-30.969
'[23:27:21.435 06/02/2013]',-31.375
'[23:27:21.435 06/02/2013]',-31.782
'[23:27:21.436 06/02/2013]',-32.188
'[23:27:21.436 06/02/2013]',-32.532
'[23:27:21.437 06/02/2013]',-32.875
'[23:27:21.437 06/02/2013]',-33.188
'[23:27:21.438 06/02/2013]',-33.469
'[23:27:21.438 06/02/2013]',-33.750
'[23:27:21.438 06/02/2013]',-33.969
'[23:27:21.439 06/02/2013]',-34.188
'[23:27:21.439 06/02/2013]',-34.344
'[23:27:21.440 06/02/2013]',-34.500
'[23:27:21.440 06/02/2013]',-34.625
'[23:27:21.441 06/02/2013]',-34.750
'[23:27:21.441 06/02/2013]',-34.813
'[23:27:21.442 06/02/2013]',-34.875
'[23:27:21.442 06/02/2013]',-34.907
'[23:27:21.443 06/02/2013]',-34.907
'[23:27:21.443 06/02/2013]',-34.875
'[23:27:21.444 06/02/2013]',-34.875
'[23:27:21.444 06/02/2013]',-34.813
'[23:27:21.445 06/02/2013]',-34.750
'[23:27:21.445 06/02/2013]',-34.688
'[23:27:21.446 06/02/2013]',-34.625
'[23:27:21.446 06/02/2013]',-34.532
'[23:27:21.447 06/02/2013]',-34.469
'[23:27:21.447 06/02/2013]',-34.375
'[23:27:21.448 06/02/2013]',-34.313
'[23:27:21.448 06/02/2013]',-34.250
'[23:27:21.449 06/02/2013]',-34.188
'[23:27:21.449 06/02/2013]',-34.157
'[23:27:21.450 06/02/2013]',-34.125
'[23:27:21.450 06/02/2013]',-34.094
'[23:27:21.451 06/02/2013]',-34.094
'[23:27:21.451 06/02/2013]',-34.125
'[23:27:21.452 06/02/2013]',-34.188
'[23:27:21.452 06/02/2013]',-34.250
'[23:27:21.453 06/02/2013]',-34.313
'[23:27:21.453 06/02/2013]',-34.438
'[23:27:21.454 06/02/2013]',-34.532
'[23:27:21.454 06/02/2013]',-34.657
'[23:27:21.455 06/02/2013]',-34.813
'[23:27:21.455 06/02/2013]',-34.938
'[23:27:21.456 06/02/2013]',-35.094
'[23:27:21.456 06/02/2013]',-35.219
'[23:27:21.457 06/02/2013]',-35.375
'[23:27:21.457 06/02/2013]',-35.500
'[23:27:21.458 06/02/2013]',-35.657
'[23:27:21.458 06/02/2013]',-35.750
'[23:27:21.458 06/02/2013]',-35.875
'[23:27:21.459 06/02/2013]',-35.938
'[23:27:21.459 06/02/2013]',-36.032
'[23:27:21.460 06/02/2013]',-36.063
